Store Name, Address, Phone
                    Papa Jay's Smoke Shop,                        1147 E New York St  Aurora  IL 60505  USA,630) 340-5753
                    Papa's Liquor,                        261 W Dundee Rd  Palatine  IL 60074  USA,1 (847) 991-4019
                    Papi's Food Mart,                        1270 Columbia Dr  Decatur  GA 30032,404) 963-1843
                    Paps Ultimate Bar &amp; Grill,                        1904 S Elmhurst Rd  Mount Prospect  Illinois  60056  US,847) 806-7733
                    Paradise Plus,                        6642 Mineral Point Rd  Madison  WI 53705  USA,1 (608) 821-0123
                    Paradise Spirits &amp; Wine,                        1635 Mt Eden Rd  Shelbyville  KY 40065  USA,1 (502) 513-5115
                    Paramount Liquors,                        2105 E Olive Rd  Pensacola  Florida  32514  US,850) 475-7070
                    Park Deli &amp; Grill,                        2625 Woodbridge Ave  Edison  NJ 08817  USA,1 (848) 229-2949
                    Park Deli and Liquor,                        3780 S Park Ave  Tucson  AZ 85713  USA,520) 623-7026
                    Park Deli Too &amp; Pizza,                        51 Commercial Ave  New Brunswick  NJ 08901  USA,732) 214-8800
                    Parkville Market,                        5705 Parkville St  Columbus  OH 43229  USA,1 (614) 890-1887
                    Parma Heights Deli &amp; Beverage,                        6660 Pearl Rd  Cleveland  Ohio  44130,440) 888-0325
                    Pasfield Stop N Save,                        1038 S Pasfield St  Springfield  Illinois  62704  US,217) 528-3430
                    Pasha Liquor and Gas,                        2714 Willow Pass Rd  Concord  CA 94519  USA,1 (925) 822-3564
                    Pat's Liquor Leaf &amp; Wine,                        4250 Alafaya Trail  Oviedo  FL 32765  USA,1 (407) 365-0998
                    Pat's Liquor Leaf &amp; Wine,                        3021 S Orlando Dr  Sanford  FL 32773  USA,407) 365-0998
                    PC Mobil Mart,                        1244 Strongtown Rd  Southbury  CT 06488  USA,1 (203) 758-8659
                    Peachtree Food Mart,                        227 Peachtree St SW  Atlanta  GA 30303  USA,404) 681-0021
                    Pearson's Wine and Spirits,                        2436 Wisconsin Ave NW  Washington  DC 20007  USA,1 (202) 333-6666
                    Penfield Minit Mart,                        12120 Bennetts Valley Hwy  Penfield  PA 15849  USA,1 (814) 369-0876
                    PennyWise Mart,                        1245 S 900 W  Salt Lake City  UT 84104  USA,1 (801) 975-1334
                    Petro Center,                        1208 Union Ave  Sheboygan  WI 53081  USA,920) 458-0572
                    Pfeffer's Liquor store,                        1054 Burton St SW  Wyoming  MI 49509  USA,1 (616) 551-2333
                    Phillips 66,                        2701 W Lexington Ave  Elkhart  IN 46514  USA,1 (574) 293-0300
                    Phillips 66,                        1201 N Jefferson Way  Indianola  IA 50125  USA,1 (515) 961-6730
                    Phillips 66,                        11910 E Admiral Pl  Tulsa  OK 74116  USA,1 (918) 438-5706
                    Phillips 66,                        801 N Arkansas Ave  Russellville  AR 72801  USA,1 (479) 498-9711
                    Phillips 66,                        101 E South St  Lebanon  IN 46052  USA,1 (765) 482-6679
                    Phillips 66,                        915 E Kercher Rd  Goshen  IN 46526  USA,1 (260) 824-2220
                    Phillips 66,                        7411 Ih 10 E  Orange  TX 77630  USA,1 (409) 745-1893
                    Phillips 66 (24/7),                        249 E Rudisill Blvd  Fort Wayne  Indiana  46806  US,260) 745-2211
                    Phillips 66 (24/7),                        6867 Gateway Dr  Joplin  MO 64804  USA,417) 659-8553
                    Phillips 66 (24/7),                        715 W University Ave  Muncie  IN 47303  USA,765) 254-1840
                    Phillips 66 (24/7),                        675 Somerset St  Plainfield  NJ 07060  USA,1 (908) 769-1900
                    Phillips 66/arby's,                        209 W Sample St  South Bend  Indiana  46601  US,574) 246-9740
                    Phoenix Rising E-cig &amp; Vapor (2-Way),                        5020 FM 1960  Houston  Texas  77069  US,281) 763-7378
                    Phoenix Rising Vapor 3,                        20036 US-59  Humble  TX 77338  USA,1 (346) 616-5808
                    Phoenix Rising Vapor II CBD / Smoke,                        5630 N Eldridge Pkwy Suite 401  Houston  TX 77041  USA,1 (832) 672-8740
                    Phoenix Vapez,                        4020 SE 15th St  Del City  OK 73115  USA,405) 600-9360
                    Piggly Wiggly,                        3341 Sheridan Rd  Zion  IL 60099  USA,1 (847) 746-2723
                    Piggly Wiggly,                        460 Orchard St  Antioch  IL 60002  USA,1 (847) 395-7842
                    Piggly Wiggly,                        1827 Prairie Ave  Beloit  WI 53511  USA,1 (608) 362-1950
                    Piggly Wiggly,                        5201 Washington Ave  Mt Pleasant  WI 53406  USA,1 (262) 619-3230
                    Pilot market,                        3441 W Russell Rd  Tecumseh  MI 49286  USA,1 (517) 423-0832
                    Pipe Dreams,                        1376 Haight St  San Francisco  CA 94117  USA,1 (415) 431-3553
                    Pistons Bar &amp; Grill,                        2131 W Franklin St  Evansville  IN 47712  USA,1 (812) 401-1699
                    PIT STOP,                        350 N Hwy A1A  Jupiter  FL 33477  USA,1 (561) 406-2584
                    Pitt Stop,                        222 Longs Pond Rd  Lexington  SC 29072  USA,1 (803) 808-6424
                    Pitt Stop,                        7701 Broad River Rd  Irmo  SC 29063  USA,1 (803) 407-5732
                    Pitt Stop,                        1000 Elmwood Ave  Columbia  SC 29201  USA,803) 252-7116
                    Pitt Stop,                        5035 Augusta Rd  Lexington  SC 29072  USA,1 (803) 356-1019
                    Pitt Stop,                        4452 Devine St  Columbia  SC 29205  USA,1 (803) 790-7922
                    Pitt Stop,                        3809 Sunset Blvd  West Columbia  SC 29169  USA,1 (803) 936-0291
                    PITT STOP #42,                        1928 Airport Blvd  West Columbia  SC 29169  USA,1 (803) 739-4891
                    Pittsburg Truck N Travel,                        10867 US-160  Pittsburg  KS 66762  USA,1 (620) 235-0258
                    Plainfield Discount Liquors,                        5975 Cambridge Way  Plainfield  Indiana  46168  US,317) 839-0304
                    Plaza Beach Hotel,                        4506 Gulf Blvd  St. Pete Beach  St. Pete Beach  Florida  33706  US,727) 367-2792
                    Pleasant Corners Convenience Store,                        6015 Harrisburg Pike  Grove City  OH 43123  USA,614) 801-0711
                    Popeyes Convenience Store,                        1491 Alameda St  Norman  OK 73071  USA,
                    Primo Liquors,                        5993 Stirling Rd  Davie  Florida  33314  US,954) 587-9616
                    Primo Liquors,                        4815 SW 148th Ave  Davie  FL 33330  USA,954) 252-6781
                    Primo Liquors, Fine Wine, And Cigars,                        700 S Federal Hwy  Fort Lauderdale  Florida  33316  US,954) 990-5453
                    Prince Hookah Lounge,                        116 Old Morgantown Rd  Bowling Green  Kentucky  42101  US,270) 746-0107
                    Prince Market &amp; Deli,                        6401 Cherry Ave  Long Beach  CA 90805  USA,
                    PS smoke shop,                        351 N Indian Canyon Dr  Palm Springs  CA 92262  USA,1 (760) 327-7277
                    Pudding Brook Pantry Food Store,                        264 Washington St  Pembroke  MA 02359  USA,
                    Quality Food Discount &amp; Tobacco Outlet,                        2160 E Main St  Springfield  OH 45503  USA,937) 323-5766
                    Quality Inn Zephyrhills,                        6815 Gall Blvd  Zephyrhills  FL 33542  USA,1 (813) 762-2000
                    Quality Market,                        629 S Anaheim Blvd  Anaheim  CA 92805  USA,1 (714) 635-8263
                    Quality Quick #14,                        3414 New Hartford Rd  Owensboro  KY 42303  USA,1 (270) 686-7445
                    Quality Quick #21 (24/7),                        2630 W Parrish Ave  Owensboro  Kentucky  42301  US,270) 926-9051
                    Quarry Market,                        2954 McKinley Ave  Columbus  OH 43204  USA,1 (614) 486-8888
                    Quick 21,                        639 Ceralvo St  San Antonio  TX 78207  USA,1 (210) 507-2152
                    Quick Fresh,                        625 McCarter Hwy  Newark  NJ 07102  USA,
                    Quick Mart,                        2543 Bells Ferry Rd # 100  Marietta  GA 30066  USA,1 (770) 429-1926
                    Quick Mart,                        140 Philadelphia Ave  Egg Harbor City  NJ 08215  USA,
                    Quick Stop,                        1500 Corbin Ave  New Britain  CT 06053  USA,1 (860) 224-4894
                    Quick Stop,                        251 Hurricane Shoals Rd NW # 2  Lawrenceville  GA 30046  USA,1 (770) 995-0347
                    QUICK STOP,                        1119 W Marshall Ave  Longview  TX 75604  USA,1 (714) 308-0568
                    Quick Stop,                        6054 King Hill Ave  St Joseph  MO 64504  USA,1 (816) 676-1171
                    Quick Stop Convenient Store,                        214 National Hwy  Thomasville  NC 27360  USA,201) 917-0054
                    Quick Stop II,                        155 Lowell St  Methuen  MA 01844  USA,1 (978) 683-7573
                    Quick-Pik,                        611 Higgins Ave  Brielle  NJ 08730  USA,1 (732) 528-9542
                    Quick's Food Shop,                        165 Washington Ave  Bridgeport  CT 06604  USA,203) 336-4049
                    Quickmart,                        7615 US-70  Mebane  NC 27302  USA,1 (919) 563-1640
                    Quik Mart shell,                        690 W State St  Pleasant Grove  UT 84062  USA,1 (801) 796-0981
                    Quik Pik Market,                        7759 S 4800 W  West Jordan  UT 84084  USA,1 (801) 432-8173
                    Quikie Pickie Stores,                        13000 FM812  Del Valle  TX 78617  USA,1 (512) 243-1834
                    Race Mart,                        1410 W Main St  Sun Prairie  WI 53590  USA,608) 446-3404
                    Ranch Town Market,                        522 E Vine Ave  West Covina  CA 91790  USA,1 (626) 456-0821
                    Raw Class Wine &amp; Spirits,                        12838 Foothill Blvd  Rancho Cucamonga  California  91739  US,909) 899-2036
                    Raynham Mart,                        622 N Main St  Raynham  MA 02767  USA,1 (508) 386-0256
                    Razan Smoke,                        2848 N 43rd Ave  Phoenix  AZ 85009  USA,
                    Red &amp; Black Liquor Store,                        1289 Oconee St  Athens  GA 30605  USA,706) 850-8484
                    Red Carpet Smoke Shop,                        1457 Broadway  Chesterton  IN 46304  USA,1 (219) 728-1738
                    Red Carpet Smoke Shop,                        1895 Crisman Rd  Portage  IN 46368  USA,1 (219) 734-6832
                    Red Carpet Smoke Shop,                        5238 Franklin St  Michigan City  IN 46360  USA,1 (219) 872-5393
                    Red Carpet Smoke Shop,                        835 Main St  Schererville  IN 46375  USA,1 (219) 515-2934
                    Red Rooster Country Market,                        4066 Vance Street Extension #8875  Reidsville  NC 27320  USA,1 (336) 394-4995
                    Redcarpet Smoke Shop,                        360 Lincolnway  Valparaiso  Indiana  46383  US,219) 299-2350
                    Redi Mart #11,                        725 W G St  Elizabethton  TN 37643  USA,1 (423) 542-2091
                    Redi mart #12,                        3446 TN-126  Blountville  TN 37617  USA,
                    Redi Mart #13,                        608 W Market St  Johnson City  TN 37604  USA,1 (423) 928-9401
                    Redi Mart #18,                        1205 N Main Ave  Erwin  TN 37650  USA,
                    Redi Mart #4,                        400 N Broadway St  Johnson City  TN 37601  USA,
                    Redi Mart #9,                        8412  5025 Bobby Hicks Hwy #102  Johnson City  TN 37615  USA,1 (423) 207-0427
                    Reydi Market,                        494 Central St # 3  Springfield  MA 01105  USA,413) 452-4174
                    Rich's Country Store,                        6237 Bishop Rd #6208  Lansing  MI 48911  USA,1 (517) 882-1772
                    Rick's Carryout,                        10015 S Dixie Hwy  Portage  OH 43451  USA,1 (419) 686-5092
                    Rick's Supermarket,                        6612 New Jesup Hwy  Brunswick  GA 31523  USA,1 (912) 262-0048
                    Ridge Food Center,                        819 E Ridge Rd  Griffith  IN 46319  USA,1 (219) 923-2037
                    Rightway Foods,                        2910 FL-11  DeLand  FL 32724  USA,1 (386) 822-6949
                    Ritz Food Mart (BP),                        4390 N US Hwy 441  Ocala  FL 34475  USA,1 (352) 368-6662
                    River Forks Market,                        4342 Garden Valley Rd  Roseburg  OR 97471  USA,1 (541) 673-3320
                    River Market,                        1901 AZ-95  Bullhead City  AZ 86442  USA,1 (928) 758-1112
                    River Place Food and Liquor,                        303 Main St  Butler  NJ 07405  USA,1 (973) 291-8488
                    Riverbottom Vape &amp; Smoke Shop,                        4360 Main St 206  Chula Vista  California  91911  US,619) 863-0505
                    Road Ranger,                        2705 E 12th St  Mendota  IL 61342  USA,1 (815) 315-4210
                    Road Ranger,                        1946 Energy Dr  East Troy  WI 53120  USA,
                    Road Ranger,                        7500 E Riverside Blvd  Loves Park  IL 61111  USA,1 (815) 580-4221
                    Road Ranger,                        500 Toronto Rd  Springfield  IL 62711  USA,1 (815) 516-0863
                    Road Ranger,                        1801 S Galena Ave  Dixon  IL 61021  USA,1 (815) 516-1998
                    Road Ranger,                        2835 N Main St  Princeton  IL 61356  USA,1 (815) 315-4951
                    Road Ranger,                        2762 County Hwy N  Cottage Grove  WI 53527  USA,1 (815) 580-4842
                    Road Ranger,                        3041 North  IL-71  Ottawa  IL 61350  USA,1 (815) 516-0946
                    Road Ranger,                        4980 S Main St  Rockford  IL 61102  USA,1 (815) 315-4974
                    Road Ranger,                        3752 Camp Butler Rd  Springfield  IL 62707  USA,1 (815) 209-9059
                    Road Ranger,                        315 Dixie Rd A  McLean  IL 61754  USA,1 (815) 315-0774
                    Road Ranger,                        3401 S California Ave  Chicago  IL 60608  USA,1 (815) 977-7020
                    Road Ranger,                        4910 N Market St  Champaign  IL 61821  USA,1 (815) 315-4991
                    Road Ranger,                        1112 E Southline Rd  Tuscola  IL 61953  USA,1 (815) 315-4988
                    Robbins Cigar Co,                        5 Davis Square #2917  Somerville  MA 02144  USA,1 (617) 625-6280
                    Robin's Convenience Store Deli &amp; Grill,                        1200 River Ave Suite 1  Lakewood  New Jersey  08701  US,732) 994-7766
                    Robin's Convenience Store Deli &amp; Grill,                        256 Atlantic City Blvd  Beachwood  New Jersey  08722  US,732) 349-3939
                    Robin's Corner Convenience Store,                        1034 18th Ave  Wall Township  NJ 07719  USA,1 (813) 418-2043
                    Robinson's News Convenience,                        1556 Eastern Ave  Malden  MA 02148  USA,1 (781) 324-0492
                    Rochelle Family laundry,                        1063 N Caron Rd  Rochelle  IL 61068  USA,1 (815) 482-1216
                    Rock Falls Coin Laundry,                        1102 1st Ave  Rock Falls  IL 61071  USA,
                    Rocketman,                        2635 Mall Dr  Sarasota  Florida  34231  US,941) 923-2096
                    Rockwood Market Place,                        32825 Fort Rd  Rockwood  MI 48173  USA,734) 379-6815
                    Rocky Top Markets,                        101 S Gateway Ave  Rockwood  TN 37854  USA,773) 800-0106
                    Rocky Top Markets,                        10518 Kingston Pike  Knoxville  TN 37922  USA,1 (865) 691-4233
                    Rocky Top Markets,                        2632 Decatur Pike  Athens  TN 37303  USA,1 (423) 745-8378
                    Rocky Top Markets (24/7),                        1190 Oak Ridge Turnpike  Oak Ridge  TN 37830  USA,1 (865) 482-7725
                    ROCKY TOP MARKETS #901,                        614 N Kentucky St  Kingston  TN 37763  USA,1 (865) 376-9196
                    ROCKY TOP MARKETS #938,                        950 S Charles G Seivers Blvd  Clinton  TN 37716  USA,1 (865) 457-0766
                    Roman's Gas Station,                        108 Center Ave  Janesville  Wisconsin  53548  US,608) 676-0550
                    Rookies Bar &amp; Grill,                        1545 W Main St  St. Charles  Illinois  60174  US,630) 513-0681
                    Rosemart,                        1318 S Main St #100  Wake Forest  NC 27587  USA,1 (919) 554-1928
                    Royal Gas &amp; Auto Service,                        10423 Main St  Fairfax  VA 22030  USA,1 (703) 218-2005
                    Royal Liquor,                        15689 Bear Valley Rd D  Hesperia  California  92345  US,760) 244-3468
                    Royal Liquor,                        4263 N Main St  Fall River  MA 02720  USA,1 (508) 678-8861
                    Royal Market Liquor,                        835 W Chapman Ave  Orange  CA 92868  USA,714) 602-9858
                    Royal Oaks Liquor,                        511 N 1st Ave  Arcadia  CA 91006  USA,626) 447-0241
                    Royal Party Store,                        1708 E Ashman St  Midland  MI 48642  USA,1 (989) 837-2223
                    Royalty Exotic Car Rentals,                        4305 Dean Martin Dr #120  Las Vegas  Nevada  89103  US,702) 803-5532
                    Rozi's Market,                        831 S Lovers Ln  Visalia  CA 93292  USA,1 (559) 732-4995
                    Run-In-Jim's,                        800 M.L.K. Jr Blvd  Chapel Hill  NC 27514  USA,1 (919) 969-6666
                    RV's Quick Mart,                        2341 Foxon Rd  North Branford  CT 06471  USA,1 (203) 208-1197
                    Ryan &amp; Casey Liquors,                        55 Main St  Greenfield  MA 01301  USA,1 (413) 772-6585
                    Ryan's Mart,                        1611 N Alexander Dr  Baytown  TX 77520  USA,1 (281) 420-1450
                    S&amp;g,                        3503 Hill Ave  Toledo  OH 43607  USA,419) 531-2419
                    S&amp;G,                        800 W Trenton Ave  Findlay  OH 45840  USA,419) 425-1960
                    S&amp;g,                        4810 Suder Ave  Toledo  OH 43611  USA,1 (419) 726-3940
                    S&amp;G (24/7),                        429 W Alexis Rd  Toledo  OH 43612  USA,419) 478-2583
                    S&amp;G #24 (24/7),                        802 S Monroe St  Monroe  Michigan  48161  US,734) 457-1060
                    S&amp;G #30 (24/7),                        7422 Wales Rd  Northwood  Northwood  Ohio  43619  US,419) 464-0670
                    Sal's Place,                        5210 Chillicothe Rd  Chagrin Falls  OH 44022  USA,1 (440) 338-7413
                    Sam's Convenient,                        27112 Detroit Rd  Cleveland  OH 44145  USA,1 (440) 835-1840
                    Sam's Corner,                        604 Chesnee Hwy  Spartanburg  SC 29303  USA,1 (864) 582-1575
                    Sam's Drink-All,                        1500 S Getty St  Muskegon  MI 49444  USA,1 (231) 777-6073
                    Sammy's Liquors,                        2725 Bladensburg Rd NE  DC 20018 USA,202) 526-5222
                    Sammy's Mini Mart,                        14084 US-59  Nacogdoches  TX 75965  USA,1 (936) 305-5158
                    Sanford Vapor &amp; Tobacco,                        2914 S Horner Blvd  Sanford  NC 27332  USA,
                    Santee Discount Market,                        11541 N Woodside Ave B  Santee  CA 92071  USA,1 (619) 596-1222
                    Saturn 5,                        250 Westshore Plaza  Tampa  FL 33609  USA,1 (813) 281-0779
                    Save and Shop,                        550 S Pike E  Sumter  SC 29150  USA,
                    Save and Shop (24/7),                        10307 Atomic Rd  North Augusta  SC 29841  USA,803) 599-7207
                    Save Quick Mart Inc,                        273 W Main St  Glenwood  IL 60425  USA,1 (708) 757-6594
                    Schenley Carry Out,                        2725 Mahoning Ave  Youngstown  OH 44509  USA,1 (330) 793-2797
                    Schiller Liquors,                        3904 25th Ave  Schiller Park  IL 60176  USA,1 (224) 781-2948
                    Seffner Mini Supermarket,                        1003 US-92  Seffner  FL 33584  USA,1 (813) 571-2968
                    Select A Vapor,                        294 Co Rd 120  South Point  OH 45680  USA,740) 894-0060
                    Select A Vapor Ashland,                        423 Diederich Blvd  Ashland  KY 41101  USA,606) 329-0208
                    Select Smoke Shop,                        18971 Ventura Blvd Unit  Tarzana  CA 91356  USA,1 (818) 770-0385
                    Selleck Market,                        29 Irving Ave  Stamford  CT 06902  USA,1 (203) 504-8689
                    Seminole Discount Liquor,                        1917 W Pensacola St  Tallahassee  Florida  32304  US,850) 574-1048
                    Sessions Market,                        721 Main St  Phoenix  OR 97535  USA,1 (541) 897-4479
                    Sessions Market,                        1908 Ashland St  Ashland  OR 97520  USA,1 (541) 708-0485
                    Seven star drive thru,                        1298 N 1st Ave  Durant  OK 74701  USA,1 (580) 745-8191
                    Shawnee Fuel Stop Lima,                        1250 W Breese Rd  Lima  OH 45806  USA,1 (419) 224-7297
                    Shell,                        900 Effingham St  Portsmouth  Virginia  23704  US,757) 399-6295
                    Shell,                        24655 US 23 SOUTH  Circleville  OH 43113  USA,740) 400-0027
                    Shell,                        5030 Fayetteville Rd  Lumberton  NC 28358  USA,1 (910) 618-0604
                    Shell,                        2350 Plainfield Rd  Crest Hill  IL 60403  USA,1 (815) 630-2683
                    Shell,                        10001 N Dale Mabry Hwy  Tampa  FL 33618  USA,1 (813) 968-0563
                    Shell,                        3300 S Ridgewood Ave  Edgewater  FL 32141  USA,1 (386) 427-9540
                    Shell,                        1795 Farmington Ave  Unionville  CT 06085  USA,1 (860) 404-0188
                    Shell,                        3638 GA-5  Douglasville  GA 30135  USA,1 (770) 627-5207
                    Shell,                        94 West Ave  Norwalk  CT 06854  USA,1 (203) 838-2177
                    Shell,                        1152 W Main St  Kent  OH 44240  USA,1 (330) 678-0547
                    Shell,                        1994 Whitney Ave  Hamden  CT 06517  USA,1 (203) 248-8320
                    Shell,                        490 Tres Pinos Rd  Hollister  CA 95023  USA,1 (831) 636-1100
                    Shell,                        6506 Bonny Oaks Dr  Chattanooga  TN 37416  USA,1 (423) 855-5959
                    Shell,                        400 W Street Rd  Warminster  PA 18974  USA,1 (215) 675-3058
                    Shell,                        23822 Airport St  Petersburg  VA 23803  USA,1 (804) 863-0022
                    Shell,                        8001 Midlothian Turnpike  Richmond  VA 23235  USA,1 (804) 323-1124
                    Shell,                        10178 Winchester Rd  Front Royal  VA 22630  USA,1 (540) 636-8554
                    Shell,                        4405 Gilmer Rd  Longview  TX 75604  USA,1 (430) 625-7839
                    Shell,                        502 E Lee St  Sardis  MS 38666  USA,1 (662) 487-1654
                    Shell,                        260 N Washington St  Rockville  MD 20850  USA,1 (301) 605-7250
                    Shell,                        5031 Gratiot Rd  Saginaw  MI 48638  USA,1 (989) 790-6524
                    Shell,                        340 W Main St  Cookeville  TN 38506  USA,1 (931) 537-6614
                    Shell,                        632 Wears Valley Rd  Pigeon Forge  TN 37863  USA,1 (865) 428-4669
                    Shell,                        10220 Suspension Bridge Rd  Harrison  OH 45030  USA,1 (614) 465-7077
                    Shell,                        130 S Roosevelt Ave  Burlington  IA 52601  USA,1 (319) 753-5984
                    Shell (24/7),                        8820 W 63rd St  Merriam  KS 66202  USA,913) 652-6662
                    Shell Gas,                        3980 Erie Ave  Cincinnati  Ohio  45208  US,513) 271-8658
                    Shell Gas,                        3328 W Mercury Blvd  Hampton  VA 23666  USA,757) 838-3998
                    Shell Gas Station,                        224 S Battlefield Blvd  S Chesapeake  Virginia  23320  US,757) 546-9293
                    Shell Gas Station,                        12249 S Cicero Ave   Alsip  IL 60803 USA,708) 385-6760
                    Shell Gas Station,                        6200 N Broad St  Philadelphia  PA 19141  USA,1 (215) 549-5089
                    Shell Gas Station,                        2485 FL-7  Margate  FL 33063  USA,1 (954) 963-4701
                    Shell Gas Station,                        7809 Cincinnati Dayton Rd  West Chester Township  OH 45069  USA,1 (513) 847-1388
                    Shell Stop In Food Stores (24/7),                        6767 Cloverdale Rd  Roanoke  VA 24019  USA,540) 992-5569
                    Shell Stop in Stores,                        45 Broadstreet Rd  Manakin-Sabot  VA 23103  USA,
                    Shell Stop in Stores (24/7),                        862 Burks Hill Rd  Bedford  VA 24523  USA,
                    Shelton's Bar,                        2016 W Farmington Rd  West Peoria  Illinois  61604  US,309) 981-5635
                    Shipley Super Market,                        2283 Savannah St SE  Washington  DC 20020  USA,202) 248-1997
                    Shorb Drive Thru,                        829 12th St NW  Canton  OH 44703  USA,330) 458-0790
                    Shores Liquor,                        11861 Palm Beach Blvd # 108  Fort Myers  FL 33905,239) 690-1920
                    Short Stop Food Mart,                        348 W Garland Ave  Fairborn  OH 45324  USA,937) 754-4501
                    Short Stop Market,                        1103 Woodbury Hwy  Manchester  TN 37355  USA,1 (931) 728-5060
                    Shriver Square,                        230 S Phillips Ave  Sioux Falls  SD 57104  USA,
                    Sid's Food Mart,                        7825 US-51  Southaven  MS 38671  USA,1 (662) 393-0520
                    Sierra Mart &amp; Liquor,                        5245 Vista Blvd  Sparks  NV 89436  USA,1 (775) 626-6673
                    Silver Serpent Exotic Gifts,                        728 E State St  Athens  OH 45701  USA,1 (740) 249-4442
                    Silver Serpent Exotics,                        55 N Court St  Athens  OH 45701  USA,740) 249-4214
                    Simple Garden CBD,                        1950 Kessler Blvd W Dr Suite D  Indianapolis  IN 46228  USA,1 (317) 941-7574
                    Six Mile Cypress Discount Liquor,                        7950 Dani Dr  Fort Myers  Florida  33966  US,239) 693-6800
                    SK Mart,                        5771 Main St  Trumbull  CT 06611  USA,1 (203) 261-3240
                    Sky Food Mart,                        880 E Chatham St #6917  Cary  NC 27511  USA,1 (919) 465-0077
                    Sky Fuel,                        1699 E Main St  El Cajon  California  92021  US,619) 579-1024
                    Skyline Liquor and Beer,                        9950 E Broadway Rd  Mesa  AZ 85208  USA,1 (480) 986-9954
                    Skymart,                        11005 Jefferson Ave  Newport News  VA 23601  USA,1 (757) 926-4571
                    Slix Mini Mart,                        1801 N Dixie Hwy  Lima  OH 45801  USA,1 (567) 371-3083
                    Smart Stop Convenience Store,                        306 Winthrop St # 9  Taunton  MA 02780  USA,1 (508) 880-5953
                    Smily Smokes,                        7813 Beulah Church Rd  Louisville  KY 40228  USA,502) 919-4216
                    Smitty's Specialty Beverage,                        1489 Lake Dr SE  Grand Rapids  MI 49506  USA,1 (616) 451-0640
                    Smocala Smoke &amp; Vape,                        3131 SW College Rd Suite 403  Ocala  FL 34474  USA,352) 547-8280
                    Smoke &amp; More Market,                        2618 Lebanon Pike  Nashville  TN 37214  USA,1 (615) 750-3823
                    Smoke ATX,                        5310 Burnet Rd  Austin  Texas  78756  US,512) 464-1272
                    Smoke ATX,                        160 W Slaughter Ln  Austin  TX 78748  USA,512) 614-4103
                    Smoke City,                        295 Blanding Blvd  Orange Park  FL 32073  USA,904) 375-0158
                    Smoke City,                        48 W Montgomery Cross Rd #103  Savannah  GA 31406  USA,912) 920-2255
                    Smoke City,                        412 Martin Luther King Jr Blvd  Savannah  GA 31401  USA,1 (912) 200-4353
                    Smoke City,                        2107 NW 13th St  Gainesville  FL 32609  USA,1 (352) 225-3863
                    Smoke City,                        96126 Lofton Square Ct  Fernandina Beach  FL 32034  USA,1 (904) 624-7477
                    Smoke City Gainesville,                        2120 SW 34th St  Gainesville  Florida  32608  US,352) 792-6113
                    Smoke City Jacksonville,                        10150 Beach Blvd Ste 111  Jacksonville  Florida  32246  US,904) 997-9914
                    Smoke For Less,                        1105 Gallatin Pike N  Madison  TN 37115  USA,1 (615) 865-8830
                    Smoke N Save,                        1091 Ohio Pike  Cincinnati  OH 45245  USA,513) 943-7283
                    Smoke Shop,                        2938 Yorba Linda Blvd  Fullerton  CA 92831  USA,
                    Smoke shop &amp; convenience store,                        206 W Market St  Newport  DE 19804  USA,1 (302) 384-7559
                    Smoke Shop Discount Tobacco,                        541 Bonanza Dr  Fayetteville  NC 28303  USA,1 (910) 867-9770
                    Smoke Times,                        7140 Knightdale Blvd  Knightdale  NC 27545  USA,1 (919) 373-0855
                    Smoke Token,                        1312 Memorial Blvd  Murfreesboro  Tennessee  37129  US,615) 624-7882
                    Smoke Token Smoke Shop (2-Way),                        409 Harding Pl  Nashville  Tennessee  37211  US,615) 891-2675
                    Smoke Zone Smoke Shop,                        4 E 13th Ave  Columbus  OH 43201  USA,1 (614) 824-2331
                    Smoke Zone Smoke Shop,                        433 Beechurst Ave  Morgantown  WV 26505  USA,1 (304) 212-5296
                    Smoker's Choice,                        1015 Liberty St  Martinsville  VA 24112  USA,1 (276) 632-4800
                    Smokers Dream Smoke Shop/head Shop,                        1577 Bardstown Rd  Louisville Metro  Kentucky  40205  US,502) 454-5558
                    Smokerz Paradize,                        8213 Broadway St  San Antonio  TX 78209  USA,1 (210) 598-1367
                    Smokerz Paradize,                        8141 Pat Booker Rd  Live Oak  TX 78233  USA,773) 800-0106
                    Smokerz Paradize,                        1733 SW Military Dr  San Antonio  TX 78221  USA,210) 927-4580
                    Smokerz Paradize,                        18360 Blanco Rd  San Antonio  TX 78258  USA,1 (888) 403-7638
                    Smokerz Paradize,                        6620 FM78 #101  San Antonio  TX 78244  USA,1 (210) 662-4183
                    Smokerz Paradize,                        2808 Thousand Oaks Dr  San Antonio  TX 78232  USA,1 (888) 403-7638
                    Smokerz Paradize #1,                        12710 W IH 10 #127  San Antonio  TX 78230  USA,1 (888) 403-7638
                    Smoking Buddha,                        972 W 18th Street  Chicago  Illinois  60608  US,312) 226-6110
                    Smoking Cali,                        20021 Roscoe Blvd #4  Winnetka  CA 91306  USA,1 (818) 740-8342
                    Snack Box Food Mart,                        4920 Memphis Ave #1942  Cleveland  OH 44144  USA,1 (216) 749-2306
                    Snack N Shop,                        6948 E Pine St  Tulsa  OK 74115  USA,1 (918) 836-8482
                    Snappy Foods,                        8620 Pine Forest Rd  Pensacola  FL 32534  USA,
